country,language,status,age,gender,nflights,flight_latest,flight_type,flight_purpose,flight_class,nps,reputation,sat1,sat2,sat3,overall_sat,loy1,loy2,loy3,loy4,loy5,com1,com2,com3,e1,s1,e2,s2,e3,s3,e4,s4,e5,s5,e6,s6,e7,s7,e8,s8,e9,s9,e10,s10,e11,s11,e12,s12,e13,s13,e14,s14,e15,s15,e16,s16,e17,s17,e18,s18,e19,s19,e20,s20,e21,s21,e22,s22,e23,s23,commitment
1,1,3,63,2,10,3,1,1,3,10,7,6,5,5,6,5,5,6,5,5,7,6,5,99,80,100,69,100,54,100,67,100,82,100,84,100,92,100,82,100,84,100,85,98,88,98,94,87,67,100,74,100,90,100,88,100,89,100,83,100,87,100,88,100,80,100,77,100,62,6
1,1,1,52,2,20,3,1,1,3,5,5,3,2,3,3,2,3,3,1,2,2,5,4,91,39,93,50,76,30,67,32,66,39,50,50,71,30,50,45,50,50,83,50,50,50,35,50,50,50,71,7,50,39,24,50,50,50,50,29,50,30,50,50,50,50,63,38,61,28,3.6666666666666665
1,1,3,50,2,20,3,2,1,2,4,5,4,6,2,2,3,3,3,3,3,2,4,6,98,41,97,25,97,21,97,13,95,54,95,35,91,61,93,62,99,64,99,76,98,72,96,75,93,84,94,6,89,73,92,75,93,74,92,27,80,66,90,68,89,71,76,67,84,19,4
1,1,2,46,2,6,2,2,1,3,10,6,6,6,4,5,6,6,6,6,6,5,6,6,63,50,63,50,69,39,67,46,59,50,56,50,61,48,67,50,60,50,71,43,61,47,62,50,58,47,58,47,60,38,63,50,66,50,61,50,59,50,60,50,67,50,65,50,69,47,5.666666666666667
1,1,3,55,2,30,1,1,1,3,6,5,3,2,2,2,2,2,2,4,2,2,2,1,100,1,100,83,100,71,100,1,100,71,100,20,100,64,100,24,100,43,33,28,94,89,46,55,94,89,100,7,86,59,100,5,100,74,100,63,10,27,100,19,100,63,2,85,74,37,1.6666666666666667
1,1,2,54,2,25,3,1,2,3,9,5,6,5,6,3,4,5,4,4,4,4,6,4,62,43,55,45,58,45,62,31,55,47,60,48,60,44,56,46,66,52,61,51,59,47,56,52,59,51,56,53,58,42,52,43,55,52,56,52,55,47,59,46,61,48,56,45,88,30,4.666666666666667
1,1,2,32,2,25,3,1,1,3,7,5,5,4,4,4,5,5,5,4,5,4,4,3,78,44,64,49,71,44,77,38,70,40,66,44,64,38,69,42,65,44,71,40,64,47,70,50,74,36,60,50,76,44,70,42,84,53,59,43,67,50,78,50,61,52,63,47,58,43,3.6666666666666665
1,1,1,29,1,10,3,1,1,3,10,7,6,6,6,3,5,4,4,4,6,4,1,1,93,74,92,88, , ,92,82,84,77,88,65,82,83,80,71,88,80,94,70,93,90,64,63,95,91,90,92,91,69, , ,93,89,92,92,94,90,94,88,90,19,87,25,90,28,2
1,1,2,62,1,12,2,2,1,3,7,4,4,5,3,2,3,3,3,3,2,3,2,2,88,71,71,62,45,43,72,75,47,47,48,46,48,44,52,52,65,63,66,62,57,58,52,51,53,52,43,45,32,25,43,41,41,26,39,37,28,32,46,41,56,56,66,62,26,24,2.3333333333333335
1,1,2,28,2,8,3,1,1,3,11,7,6,6,6,3,6,6,6,7,6,5,4,4,91,51,85,64,93,42,84,42,77,68,77,66,74,52,68,60,100,62,97,55,75,60,67,77,100,54,76,48,73,75,58,53,85,60,100,45,87,53,77,53,69,58,64,42,75,37,4.333333333333333
1,1,1,61,2,3,3,1,1,3,10,7,6,5,4,5,4,4,4,6,7,4,4,4,96,30,88,54,94,32,94,33,30,42,63,50,32,64,35,69,77,51,79,49,73,30,69,47,74,44,72,33,78,52,24,20,82,46,79,41,75,47,81,60,83,36,52,55,85,21,4
1,1,1,24,1,9,4,2,2,3,11,7,6,6,6,5,7,7,7,5,7,6,6,5,72,86,100,100,87,71,93,95,77,69,55,53,90,46,70,64,97,94,93,89,95,89,89,79,98,91,89,60,74,76,68,76,92,90,92,87,64,67,91,89,42,67,91,65,89,75,5.666666666666667
1,1,2,46,2,50,2,2,2,3,9,7,5,5,2,3,6,6,1,7,2,1,1,1,100,25,100,11,100,1,100,16,100,50,100,50,100,40,100,50,100,50,100,50,100,51,100,51,100,54,100,1,100,20,100,13,100,100,100,28,100,94,100,11,100,1,50,50,100,9,1
1,1,2,48,1,12,3,1,2,3,6,4,3,3,2,2,2,2,2,2,2,1,1,1,100,1,98,7,100,5,100,1,99,94,99,86,93,92,100,68,100,87,100,72,100,87,99,95,100,93,100,28,100,73,99,42,96,27,99,16,100,10,100,63,100,20,99,65,100,5,1
1,1,1,50,2,48,4,1,1,3,4,3,3,1,2,1,1,1,1,1,3,1,1,1,100,28,100,3,89,21,100,2,78,40,100,45,100,13,85,27,94,55,77,30,92,41,2,50,90,62,15,37,5,50,2,49,97,51,100,25,93,3,83,48,68,43,29,50,90,1,1
1,1,3,70,2,6,5,1,1,3,5,6,3,1,3,1,4,3,3,6,6,6,6,5,94,95,96,94,98,74,94,90,30,18,30,50,29,7,37,19,82,79, , ,66,61,72,51, , ,67,66, , , , ,88,76,85,75, , ,91,79,91,21,51,50,3,1,5.666666666666667
1,2,1,59,2,6,3,2,1,3,9,6,7,7,6,6,7,6,6,6,6,7,6,5,100,48,100,50,100,51,100,53,100,52,91,47,100,57,100,47,100,55,96,53,92,49,95,50,91,47,100,53,99,48,100,47,100,48,100,48,90,50,100,50,96,50,100,51,100,47,6
1,1,1,69,2,3,4,2,2,3,7,5,4,3,6,4,4,4,3,5,5,3,3,2,96,35,96,59,97,50,95,42,87,37,89,43,92,25,89,35,88,50,97,50,89,44,81,50,83,43,91,44,92,6,84,25,91,58,89,46,89,50,90,50,94,42,93,50,94,50,2.6666666666666665
1,1,2,47,2,30,3,1,1,3,9,7,7,6,6,5,6,6,6,7,6,5,4,4,100,97,100,100,100,100,100,100,100,82,100,87,100,72,100,74,100,100,100,96,100,100,100,100,100,100,100,92,47,63,44,50,100,100,100,100,86,72,100,100,100,100,100,100,79,63,4.333333333333333
1,1,3,40,2,35,1,2,1,1,9,5,5,5,5,4,4,4,2,6,6,5,6,6,100,23,100,31,100,37,100,49,100,41,100,49,100,50,93,50,100,50,100,35,100,31,84,50,100,50,100,50,100,50,100,50,100,45,100,42,100,50,100,50,100,22,100,13,100,1,5.666666666666667
1,2,2,62,2,20,1,2,1,3,8,7,5,5,5,5,5,5,4,5,6,6,5,6,77,68,77,68,80,76,80,71,56,48,62,52,51,45,67,60,86,80,84,60,88,75,81,71,74,68,80,65,62,50,55,50,59,50,46,49,50,57,75,70,73,62,43,43,51,48,5.666666666666667
1,1,3,34,2,100,3,2,1,2,2,3,2,2,2,2,2,2,2,2,4,2,2,2,100,1,100,12,100,51,100,1,100,31,100,27,100,24,100,33,100,49,100,42,100,33, , ,100,51,100,25,87,20,100,33,100,38,100,18,80,32,100,31,100,50,100,18,100,25,2
1,1,2,54,2,10,2,1,1,3,11,7,6,6,5,2,6,7,5,7,7,5,4,5,77,75,88,84,66,62,93,90,57,57,62,41,34,34,65,61,88,86,53,76,64,62,85,82,89,89,37,32,82,13,66,6,61,61,42,43,45,37,61,61,75,69,37,38,36,40,4.666666666666667
1,1,1,31,2,30,3,1,2,3,2,5,2,1,1,4,1,1,1,3,2,1,2,4,43,73,100,1,99,40,100,1,73,49,81,39,100,1, , , , , , ,100,16, , ,10,100,100,1, , , , ,86,76, , , , , , , , , , ,65,38,2.3333333333333335
1,1,1,67,2,5,2,2,2,3,9,6,5,5,5,4,5,5,4,5,5,4,5,5,69,49,65,49,62,50,67,50,71,52,73,51,61,45,55,51,73,50,67,49,70,49,62,49,69,49,51,42,71,34,51,44,71,48,61,49,60,48,67,49,51,50,59,50,73,44,4.666666666666667
1,1,1,45,2,8,4,2,2,3,8,7,6,6,6,5,6,6,4,7,6,5,5,7,99,95,95,93,100,94,100,93,100,98,100,100,100,100,100,100,100,100,93,99,97,99,95,92,97,94,94,94,98,97,94,92,97,97,100,100,92,90,99,96,96,92,86,89,97,94,5.666666666666667
1,1,3,65,2,28,3,1,1,3,9,6,4,4,5,3,5,5,7,6,5,5,3,6,89,57,76,42,77,50,91,56,65,38,70,13,82,23,80,24,100,50,97,57,98,59,79,50,76,48,69,29,68,36,41,35,57,42,30,31,74,33,87,52,87,23,67,28,85,27,4.666666666666667
1,1,3,47,2,35,1,2,1,2,8,2,3,1,3,1,2,1,1,5,7,1,1,4,85,39,100,26,100,74,92,41,88,52,87,51,100,62,85,61,100,89,85,76,100,84,81,52,90,90,90,63,84,51,73,53,100,67,82,51,61,52,71,51,95,14,66,51,51,28,2
1,1,2,34,2,12,5,1,2,3,10,6,6,6,6,6,6,7,7,6,7,7,6,7,91,51,100,90,100,81,100,68,94,83,100,68,93,80,94,74,100,65,100,71,100,73,100,83,100,71,80,66,97,64,93,66,100,68,100,64,91,50,88,53,90,72,87,73,96,77,6.666666666666667
1,2,2,35,2,15,4,2,1,3,10,7,6,6,6,5,6,5,5,7,7,6,6,4,89,67,83,56,63,43,84,70,41,53,66,49,39,36,74,64,77,61,73,53,77,64,87,50,64,50,61,52,73,56,62,59,68,52,76,54,58,57,55,55,64,62,53,48,57,57,5.333333333333333
1,1,3,71,2,15,4,1,2,2,11,6,6,5,6,6,6,7,6,7,7,7,7,5,100,78,100,92,100,57,100,96,73,71,47,58,87,54,94,44,100,100,100,50,100,100,84,99,100,80,100,87,82,79,33,88,100,87,100,90,34,82,100,87,93,73,45,73,94,68,6.333333333333333
1,1,1,52,2,12,4,1,1,3,10,5,5,6,6,4,6,6,6,7,6,4,5,3,61,50, , ,88,50,73,51,70,49,81,56,80,55,81,54,100,82,100,64,99,47,86,88,100,69,72,50,75,53,79,50,73,50,77,48,68,50,83,51,66,49,69,50,73,50,4
1,1,3,59,2,30,4,1,1,2,2,4,2,2,1,2,2,2,2,1,2,1,2,2,89,9,93,23,81,74,83,18,77,61,74,45,85,38,85,42,87,80,86,84,83,80,88,83,81,42,74,78,77,68,77,73,81,77,79,78,74,74,86,61,70,66,82,34,82,31,1.6666666666666667
1,1,2,49,2,31,4,2,2,3,8,5,5,4,4,3,4,5,4,4,4,4,3,3,100,39,100,50,100,44,94,57,61,45,60,52,69,22,44,50,59,50,81,50,51,50,52,50,88,50,64,47,90,44,59,53,84,53,78,43,59,54,72,52,100,59,51,50,93,38,3.3333333333333335
1,1,1,60,2,6,4,1,2,3,9,6,6,6,5,3,4,4,4,4,6,2,2,4,100,56,100,76, , ,100,76,55,68,65,66,60,53,53,53,91,74,63,49,67,67, , ,58,61,84,69,61,57,63,46,75,54,90,55,56,56,86,59,87,55,70,67,72,47,2.6666666666666665
1,1,1,36,2,10,3,1,2,3,11,7,7,7,7,5,7,7,7,7,7,7,7,7,100,49,100,49,100,50,100,49,100,50,100,50,100,50,100,50,100,100,100,100,100,74,100,100,100,100,100,30,100,50,100,50,100,50,100,50,100,50,100,50,100,50,100,35,100,50,7
1,1,3,45,1,40,2,2,1,3,7,5,4,4,5,4,5,5,5,6,7,6,6,7,82,59,77,72,57,37,100,85,91,88,100,14,100,16,93,71,84,81,100,25,92,37,91,78,100,37,96,15,100,87,100,68,100,29,100,33,100,72,99,35,89,62,100,65,90,37,6.333333333333333
1,1,1,45,1,20,4,1,1,3,9,6,6,5,5,5,2,5,2,6,6,5,7,7,94,87,100,87,100,78,100,89,91,89,100,86,97,87,100,87,100,63,100,93,100,78,96,99,100,46,100,7,96,54,100,64,100,30,100,34,100,12,100,41,95,60,100,90,90,79,6.333333333333333
1,1,2,49,2,20,2,1,1,3,9,4,5,2,3,3,2,3,3,3,3,2,1,1,94,50,97,50,100,26,95,50,80,29,95,50,100,35,82,40,100,39,100,67,88,27,50,50,100,33,100,1,100,50,90,41,96,17,100,1,94,36,100,17,82,50,94,29,87,42,1.3333333333333333
1,1,3,47,2,30,3,1,1,3,10,7,7,6,6,6,7,6,6,6,7,7,7,5,100,91,100,95,100,91,100,60,91,94,93,92,100,65,95,88,100,100,99,88,100,95,99,100,100,87,98,93,88,85,94,90,100,93,100,97,100,94,93,91,84,81,96,87,96,91,6.333333333333333
1,1,2,50,2,14,4,2,1,1,6,6,7,6,5,5,5,4,2,7,4,4,5,7,41,42,72,68,88,89,17,11,79,65,87,75,93,83,81,71,73,74,65,39,72,73,55,54,32,33,36,35,62,58,57,63,53,54,65,62,62,83,37,38,95,92,84,76,27,23,5.333333333333333
1,1,2,53,1,12,4,1,1,3,11,5,5,4,5,3,5,5,5,4,6,5,4,4,94,55,91,88,91,54,94,56,62,61,76,75,89,84,83,53,95,94,51,51,92,90,50,49,75,74,65,60,54,52,52,52,76,71,78,73,53,52,75,71,87,89,80,72,51,49,4.333333333333333
1,1,1,52,2,8,4,2,2,2,10,7,6,6,5,4,5,4,4,3,6,5,3,4,65,58,66,64,56,55,59,52,63,49,65,49,64,61,71,62,52,49,67,65,54,49,76,67,62,49,51,49,76,74,79,72,51,46,51,49,67,67,51,49,56,52,66,49,45,43,4
1,1,2,32,2,10,3,2,1,2,10,6,6,5,5,3,7,5,6,6,7,4,4,2,82,45,100,59,88,73,78,75,65,64,50,69,69,68,50,62,66,68,68,37,50,73, , ,65,83,50,41,59,50,64,50,79,71,76,61,52,35,53,22,64,50,61,66,64,21,3.3333333333333335
1,1,1,53,1,12,6,1,2,3,11,7,6,7,6,5,6,7,5,4,7,6,5,7,84,50,95,49,95,70,95,49, , ,82,91,83,98,87,86,89,88,100,98,100,98,81,80,100,98,88,67,88,81, , ,83,81,92,88,88,59,95,90,90,91, , ,51,40,6
1,2,2,43,2,43,1,1,1,3,9,6,6,6,5,5,6,6,6,6,4,5,5,5,84,87,82,84,79,82,87,87,87,86,91,90,87,85,81,79,96,94,91,91,92,91,95,95,94,90,80,79,83,87,76,76,78,77,76,78,85,84,79,80,88,87,69,63,84,85,5
1,1,2,38,1,20,3,1,1,3,9,6,5,5,5,4,5,5,5,5,5,5,4,6,100,72,100,85,100,67,100,84,97,64,100,62,94,42,100,64,100,100,100,91,100,90,100,100,100,100,66,45,72,64,85,83,100,45,100,29,72,61,62,46,94,89,77,71,89,34,5
1,1,1,40,2,3,5,1,2,3,11,7,6,6,6,5,7,7,1,7,7,3,4,3,82,71,66,50,73,50,60,59,79,48,79,35,50,34,50,50,88,74,84,50,90,41,50,50,80,65,87,50,50,50,50,50,78,72,75,65,50,50,66,71,83,50,80,30,77,34,3.3333333333333335
1,1,1,67,2,17,3,1,1,3,11,7,7,6,5,5,7,7,7,7,7,7,7,4,62,50,64,50,69,41,74,34,61,42,75,39,61,43,61,45,73,50,82,50,67,50,71,50,67,50,57,36,59,54,56,55,64,42,65,43,41,54,60,36,66,50,54,50,69,39,6
1,1,1,33,2,4,6,1,2,3,11,6,7,5,6,4,6,6,4,7,7,4,4,4,33,41,92,93,79,77,85,86,50,50,51,50,62,41,62,48, , , , , , , , , , , , , , , , , , , , , , , , , , ,50,50,50,50,4
1,1,2,51,1,12,3,2,2,2,9,7,6,6,6,6,6,5,5,5,6,5,6,5,84,47,36,40,59,55,89,49,100,75,100,77,100,80,92,80,100,100,99,80,100,72,100,89,100,91,100,97,97,93,100,97,100,100,97,96,96,92,100,100,100,64,100,95,81,76,5.333333333333333
1,1,2,43,2,6,6,2,1,2,7,6,4,4,4,4,5,5,4,4,4,4,5,4,100,8,100,9,100,50,100,9,95,85,100,63,100,69,100,73,96,86,94,66,93,89,69,80,94,64,95,88,100,85,92,90,98,92,95,90,93,80,94,79,98,51,96,73,100,38,4.333333333333333
1,1,1,53,2,10,3,1,1,3,9,6,6,5,6,4,6,5,5,5,6,5,5,4,95,92,100,82,86,88,100,92,95,89,94,84,100,74,98,88,100,100,100,96,100,96,97,96,99,98,97,79,100,81,98,81,100,99,100,100,93,85,100,100,100,92,74,75,87,63,4.666666666666667
1,1,1,48,2,1,4,2,1,3,9,6,6,6,6,6,6,6,6,6,6,6,6,6,100,75,100,66,100,87,100,100,83,85,88,85,73,75,88,83,100,100,100,88,100,91,55,100,100,87,100,86,100,46,95,54,100,100,100,94,100,92,96,93,94,92,87,86,95,95,6
1,1,1,64,2,3,4,2,2,3,8,6,5,4,5,3,3,3,3,3,4,3,3,3,88,93,91,89, , ,93,92, , ,44,45,36,45, , ,90,90,94,92,91,81, , ,91,79, , ,31,34, , ,34,38,29,42, , , , ,28,26, , ,32,40,3
1,1,1,49,2,4,4,1,1,3,8,6,6,5,5,6,5,6,5,6,7,5,5,6,59,58,89,65,61,46,88,83,44,33,86,44,82,7,82,33,90,87,73,37,79,56,64,63,83,49,65,65,68,66,58,58,81,81,70,69,45,49,70,70,61,60,68,66,46,45,5.333333333333333
1,1,1,64,2,2,4,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,100,2,100,2,100,1,100,1,5,1,4,3,3,1,1,2,100,50,100,50,100,38,100,50,100,45,100,13,100,2,100,2,100,1,100,1,100,1,100,3,100,2,1,3,100,1,1
1,1,1,54,2,14,4,1,2,3,6,6,5,6,1,6,3,1,1,3,3,4,4,1,100,90,100,25,100,23,100,1,100,64,96,75,93,74,71,69,100,82,100,69,100,69,100,61,100,77,100,1,98,37,100,86,100,90,100,84,100,35,100,64,100,31, , ,100,88,3
1,1,2,34,2,6,3,2,2,3,10,6,6,6,6,6,6,6,6,6,6,6,6,6,80,37,78,39,59,57,64,62,69,68,70,65,65,61,74,60,84,65,73,63,84,71,81,57,77,55,82,50,55,52,74,42,60,56,71,58,74,40,73,54,54,56,59,50,85,39,6
1,1,1,51,2,18,5,1,1,3,8,6,6,5,6,4,6,5,6,4,6,5,4,5,98,64,96,73,98,41,99,66,63,58,55,55,58,57,60,59,87,64,97,50,97,70,98,76,97,75,98,66,50,50,50,42,98,64,95,70,50,50,50,50,44,57,77,50,98,50,4.666666666666667
1,1,1,63,2,6,3,1,1,3,8,6,6,4,4,6,5,4,2,5,7,4,2,5,100,77,100,93,100,65,100,76,51,50,50,43,77,38,51,50,100,99,81,78,79,80,50,50,80,82,93,66,33,50,2,50,51,66,89,66,33,50,51,50,82,68,3,50,87,76,3.6666666666666665
1,1,3,48,2,20,4,2,1,2,8,6,6,5,5,3,5,6,5,6,7,5,4,4,91,68,100,50,92,53,100,48,68,55,60,53,89,55,55,48,100,67,57,53,49,54,63,59,58,56,54,53,70,57,55,58,85,57,68,41,66,53,71,67,65,53,44,49,100,1,4.333333333333333
1,1,2,37,2,30,3,1,1,3,8,7,5,4,4,2,4,4,4,5,5,2,2,2,93,51,100,36,100,37,89,40,83,35,74,33,91,20,74,47,99,67,98,60,89,63,94,62,100,55,76,51,83,16,76,26,32,50,79,48,56,52,37,52,66,50,79,37,80,51,2
1,1,1,41,2,4,6,2,2,3,11,7,7,6,6,5,6,5,4,5,6,1,1,1,72,50,80,58,79,50,50,50,50,46,50,50,50,41,50,50,100,94,100,40,73,56,70,44,50,50,100,74,50,50,62,50,100,79,83,59,65,70,100,71,50,50,50,50,68,37,1
1,1,1,61,1,2,4,1,2,3,10,6,6,6,4,6,6,6,5,6,6,6,6,6,100,35,100,29,100,24,100,50,100,69,100,73,100,63,100,72,100,81,100,100,100,100, , ,100,98,100,41,50,50,50,50,100,50,100,33,50,50,100,50,100,50,66,64,100,71,6
1,1,1,37,2,8,4,1,1,3,8,6,5,4,3,4,2,5,2,4,5,2,3,2,94,59,95,58,98,56,96,62,70,43,76,45,89,19,86,23,86,70,89,41,95,33,93,50,94,50,96,55,97,39,90,57,86,50,89,50,80,55,82,50,96,58,89,53,55,40,2.3333333333333335
1,1,1,61,2,3,3,1,2,3,11,7,6,6,6,5,6,7,7,6,6,7,4,7,90,9,100,60, , ,100,61,84,78,88,71,100,55,82,79,92,90,86,82,86,84,75,70,84,53,100,77,100,95,73,48,100,100,100,100,96,82,100,84,100,17,68,58,81,49,6
1,1,1,28,2,8,4,1,1,3,10,6,7,5,6,5,5,6,2,6,6,4,3,2,96,65,98,89,96,56,92,96,100,92,95,90,100,81,100,93,94,93,98,94,99,91,59,80,96,96,89,44,74,39,24,49,91,95,94,67,67,88,52,50,91,85,73,81,87,95,3
1,1,3,55,2,2,6,2,1,2,7,6,5,2,4,2,3,2,1,3,5,2,2,1,88,74,79,68,77,95,88,81,88,37,84,80,93,30,85,49,97,91,95,77,86,78,91,84,90,100,60,40,89,33,66,39,65,42,49,44,59,42,65,41,73,65,84,25,80,21,1.6666666666666667
1,1,1,46,2,6,4,2,2,3,10,6,6,5,3,5,3,3,3,6,6,2,1,1,93,59,94,58,91,62,92,22,51,54,59,55,54,54,54,65,53,84,72,21,59,55,49,52,60,19,62,61,58,21,60,25,59,63,62,57,61,20,58,81,88,76,63,64,91,40,1.3333333333333333
1,1,2,41,2,40,4,1,2,3,8,7,5,5,3,4,6,5,5,6,5,4,5,4,84,80,54,24,30,35,33,7,96,93,100,95,100,100,100,100,100,100,100,94,100,100,99,96,99,93,100,27,70,85,75,71,100,100,97,90,70,57,93,90,100,10,82,56,94,52,4.333333333333333
1,1,1,44,2,4,3,1,1,3,9,6,6,5,6,5,1,6,1,1,7,1,1,1,100,51,100,51,100,52,100,51,82,42,45,50,76,41,87,43,31,51,99,51,86,50,34,51,99,49,81,25,68,50,26,51,87,52,90,51,51,51,84,51,79,49,100,29,100,45,1
1,1,1,28,2,4,5,2,2,3,6,4,5,3,6,7,4,5,5,4,7,4,5,7,95,50,100,69, , ,97,50,84,88,80,90,77,70,92,76,86,70,100,53,74,43,88,52,100,52, , ,70,80,100,84,37,35,29,36,1,65,70,31,94,75,100,73,100,75,5.333333333333333
1,1,1,44,2,20,2,1,1,3,9,5,6,4,4,4,4,5,3,5,6,3,5,4,91,50,92,29,97,13,91,50,85,50,73,50,82,50,79,50,94,64,95,50,81,50,65,50,81,50,83,55,87,34,79,27,81,50,77,56,77,50,73,50,89,46,50,50,76,46,4
1,2,1,39,1,12,6,1,1,3,11,7,7,5,5,5,6,6,4,6,7,4,1,5,100,50,100,56,100,73,100,49,88,50,100,48,100,47,81,50,100,47,92,47,100,46,100,50,100,47, , ,76,50,45,50,100,52,48,50,78,50,96,50,100,45,33,50,100,50,3.3333333333333335
1,1,1,50,2,8,6,2,2,2,8,6,5,5,4,5,5,6,4,4,6,6,6,6,98,77,98,60,95,73,97,69,82,42,77,45,79,45,75,46,92,77,91,59,95,67,57,65,91,58,93,71,66,40,78,46,70,64,75,56,74,57,66,65,50,62,98,61,56,58,6
1,1,1,78,2,1,6,2,2,3,3,7,6,5,5,4,6,5,5,7,6,6,7,7,100,93,100,64,100,79,100,94,64,65,96,61,69,59,62,37,100,95,100,69,100,92,71,75,100,83,80,69,100,73,93,67,97,92,100,91,94,64,97,78,88,58,100,64,100,68,6.666666666666667
1,1,1,43,1,15,1,1,2,3,10,6,6,3,5,3,5,4,4,6,6,2,1,2,100,44,100,52,100,42,100,77,100,42,100,17,100,43,100,44,100,44,100,43,100,48,100,43,100,36,100,39,100,10,100,11,100,33,100,40,72,42,100,37,100,48,29,59,100,45,1.6666666666666667
1,1,1,40,2,11,4,1,1,3,6,4,4,1,3,2,3,4,3,6,6,1,1,1,76,50,91,44,84,52,75,33,75,33,68,48,75,50,83,50,100,45,100,43,100,45,95,56,92,47,72,51,100,49,81,49,100,45,100,42,82,53,100,50,53,48,87,56,94,33,1
1,1,1,60,2,4,4,2,1,3,10,6,7,5,5,5,7,7,6,6,6,5,4,3,91,82,89,83,93,77,84,88,70,59,64,60,59,57,63,57,94,92,64,63,87,77,73,69,79,73,70,73,84,69,71,72,67,81,67,69,82,72,91,82,81,83,71,68,64,50,4
1,1,1,67,1,2,5,2,2,3,9,6,5,6,6,6,6,6,4,6,6,6,5,4,79,77,81,62, , ,92,86,70,65,62,58,88,45,82,55,89,88,97,85,82,72,50,50,86,75,83,67,50,50,50,50,69,67,63,65,50,50,50,50,80,64,65,50,71,55,5
1,1,2,45,2,50,5,1,1,3,3,2,2,2,2,3,2,2,2,2,2,3,3,3,40,45,97,100,92,74,75,64,53,53,52,53,52,53,53,54,98,98,44,47,45,38,57,58,44,49,52,56,55,52,56,54,83,76,75,67,68,70,83,79,50,51,46,30,37,29,3
1,1,1,67,1,8,3,2,2,2,11,7,6,7,6,5,6,6,6,6,6,7,6,6,100,88,100,71,100,66,91,77,66,68,72,70,75,68,74,69,100,62,100,85,97,59,93,55,100,45,89,72,89,79,86,64,84,82,87,68,89,61,86,69,94,60,68,43,100,58,6.333333333333333
1,1,1,49,2,12,4,1,1,3,6,5,4,4,4,3,4,4,4,4,4,3,4,6,90,89,89,87,79,75,82,84,94,93,90,87,80,80,86,82,92,80,87,77,65,70,50,50,81,81,82,81,87,82,82,80,84,86,84,84,85,81,90,84,86,82,63,65,98,97,4.333333333333333
1,1,3,40,2,23,3,1,1,3,10,7,6,6,6,5,6,6,6,6,6,6,6,6,100,48,100,44,100,68,100,34,100,42,100,52,100,47,94,39,100,60,100,56,100,48,100,43,100,59,100,44,100,27,100,39,82,57,100,41,82,41,84,41,82,40,100,59,86,45,6
1,1,1,57,1,3,4,1,2,3,11,5,7,6,4,7,6,6,5,7,4,5,5,6,99,72,100,53,100,64,100,45,77,80,83,80,80,77,75,61,100,85,100,89,100,80,100,77,100,78,100,84,80,65,52,51,100,89,100,95,66,49,74,52,79,37,63,50,100,91,5.333333333333333
1,1,1,37,2,9,4,1,1,3,4,6,6,3,3,4,3,3,1,4,5,4,2,3,84,58,98,67, , ,93,69,51,45,30,18,12,7,50,50,100,62,100,42,99,15,31,50,80,49,35,38,26,30,35,17,79,74,54,50,44,41,50,50,53,57,75,32,33,34,3
1,1,3,63,2,10,3,2,2,3,8,6,6,5,5,5,5,5,5,5,5,5,6,6,95,86,97,77,98,81,95,93,96,80,98,78,95,90,95,84,97,96,98,93,96,95,88,87,97,90,81,60,96,85,89,72,94,93,98,83,98,95,94,76,65,59,90,72,76,70,5.666666666666667
1,1,1,68,2,12,4,1,2,3,11,7,5,4,5,2,4,4,4,7,6,4,5,7,100,96,100,83,100,50,100,63,54,53,100,14,100,29,100,32,100,99,100,100,80,80,59,50,75,96,100,87,66,61,55,54,88,86,87,82,91,85,100,100,100,87,50,50,56,50,5.333333333333333
1,1,2,49,2,20,4,1,1,3,7,5,4,3,4,2,3,4,3,4,4,2,2,2,92,32,89,44,84,29,89,36,80,17,81,35,78,7,79,23,89,86,72,53,73,52,80,69,88,56,100,36,100,42,100,39,100,33,100,32,93,48,100,39,76,53,76,60,96,28,2
1,1,1,72,2,2,4,1,2,3,9,6,6,6,6,5,6,6,6,6,6,6,4,4,50,50,50,50, , ,50,50, , ,50,50,50,50, , ,50,50,50,50,50,50,50,50,50,50, , ,38,31, , , , , , , , , , ,50,50,50,50,50,50,4.666666666666667
1,1,2,37,2,6,3,1,1,3,4,6,5,3,4,3,4,4,3,4,4,3,6,4,53,41,65,50,84,50,50,47,44,50,83,50,100,59,39,50,100,50,100,67,81,50,75,50,77,50,100,50,61,50,32,50,81,68,50,50,24,53,39,50,50,50,100,58,83,27,4.333333333333333
1,1,1,52,2,1,4,1,1,3,10,7,7,6,6,6,7,7,7,7,7,5,5,5,100,44,100,54,100,55,100,23,100,53,100,53,100,53,100,53,100,49,100,53,100,53,100,53,100,50,100,58,100,50,100,54,100,50,100,52,100,50,100,42,100,52,100,55,100,53,5
1,1,1,44,2,3,5,1,2,3,10,7,5,5,4,1,4,4,2,2,3,3,2,3,97,37,100,51,94,50,100,51,77,56,74,56,99,61,85,53,94,82,100,73,90,70,100,45, , , , ,91,51,86,14,74,47,77,50,90,24, , ,47,42, , ,100,31,2.6666666666666665
1,1,1,64,1,3,3,2,2,2,11,6,6,6,5,5,5,5,5,6,6,5,5,6,76,74,65,61,43,42,53,53,55,53,46,45,39,38,48,48,85,83,58,57,62,59,61,57,67,65,50,50,47,47, , ,50,50,50,50,50,50,50,74,67,62, , ,44,40,5.333333333333333
